FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Daniel,Henry,PG,D-Warriors,D-RBSL,22,72,217,F-,C ,B+,C+,C ,D+,F+,C-,F-,C ,F+,F ,C ,A-,C-,F ,C+,F ,C ,B ,C ,C ,D ,F ,C ,F ,C ,D ,F 
Jere,Chew,SG,Draft,,21,78,182,C ,D-,C ,C-,C-,D ,F-,F-,D+,C ,D+,C-,C ,A-,A ,D ,A ,B ,D ,C ,B ,C ,D ,F ,F ,D ,B ,C ,C 
Harris,Land,SG,D-Pistons,D-RBSL,25,77,209,F+,C-,A-,C-,C ,F+,D+,D+,D-,C ,D ,F ,A ,A ,C+,C+,A-,F ,D ,A ,D ,C ,F ,D ,D ,D ,D ,D ,F 
Don,Delacruz,C,FA,,28,87,280,F-,D-,C ,F-,D ,D-,C-,D-,C ,D-,F+,F-,A ,F+,D+,A ,B-,F ,F ,C ,F ,D ,D ,D ,F ,C ,F ,F ,F 
Elie,Okobo,SG,Spurs,RBSL,28,75,209,F+,A-,B ,A-,C+,C-,F+,D+,F+,D+,C ,F ,C-,A ,C+,C ,A ,D ,A ,B ,A ,C ,C ,F ,D ,F ,C ,C ,F 
D'brickashaw,White,SG,Bucks,RBSL,33,77,234,C ,C+,B+,C ,D+,D+,D ,D-,D-,C ,D ,F+,A-,B ,C ,C ,A-,C ,B ,A ,C ,D ,D ,D ,D ,F ,C ,D ,F 
Jevon,Carter,PG,Pacers,RBSL,30,74,213,D ,C ,B ,B+,C ,C ,D ,C-,C ,B ,A-,D-,C ,A-,C-,C-,A ,D ,C ,B ,B ,D ,C ,D ,C ,D ,B ,A ,F 
Ivan,Nedic,SF,Grizzlies,RBSL,32,81,243,D ,D ,C ,B-,C ,C ,D+,C ,C+,B-,C+,C-,C ,B+,B ,C+,A ,D ,D ,C ,B ,C ,D ,D ,C ,C ,B ,B ,C 
Graig,King,SF,D-Thunder,D-RBSL,23,83,275,D ,B-,B+,F-,D ,F+,B-,D+,D ,F ,C-,C-,A ,C ,C ,C ,A+,D ,B ,B ,F ,D ,F ,B ,D ,D ,F ,D ,D 
Rich,Colella,C,D-Grizzlies,D-RBSL,27,82,274,C ,C-,B-,F-,C ,F ,C-,B+,C-,F-,D+,C-,F ,F+,C ,A ,B ,C ,D ,B ,F ,D ,F ,D ,B ,C ,F ,D ,D 
Jonas,Blane,PG,Celtics,RBSL,23,78,203,C ,D ,C ,C ,C ,C-,D+,D+,F ,C-,C ,D+,C ,A+,A-,C ,A-,B ,D ,C ,B ,B ,C ,D ,D ,F ,C ,C ,D 
Chance,Kidder,PF,D-Grizzlies,D-RBSL,32,79,242,C ,C-,A-,C ,D+,D+,D-,D+,C-,C-,C-,D+,F ,C ,C ,B ,A ,C ,D ,B ,D ,D ,D ,D ,D ,D ,D ,D ,D 
Tony,Johnson,SG,FA,,23,79,214,D-,C-,A-,D-,C-,F+,D-,F-,F+,F+,D-,F+,C+,C+,C ,D ,A-,F ,C ,A ,F ,C ,F ,F ,F ,F ,F ,F ,F 
John,Taylor,PF,FA,,33,80,247,D ,C ,B+,C ,D ,F ,F+,F ,C-,F+,C-,C-,B-,C ,D+,B-,B+,D ,C ,B ,C ,D ,F ,F ,F ,D ,F ,D ,D 
Wilfred,Tello,C,Celtics,RBSL,30,82,279,A ,A ,B ,C ,D ,C-,A ,C+,A-,F+,D ,A ,A ,F ,F-,A ,A+,A ,A ,B ,C ,D ,C ,A ,C ,A ,D ,D ,A 
Karl,Franz,SG,Mavericks,RBSL,26,77,225,C+,A ,A-,C ,C+,C ,D ,D+,D+,B ,D+,D ,B ,A ,B ,C-,A ,C ,A ,A ,C ,B ,C ,D ,D ,D ,B ,D ,D 
Marco,Prentice,SG,Draft,,20,77,185,F ,F+,B-,D ,D-,F-,F ,F ,F-,F+,D-,F+,C ,C+,C+,D+,B ,F ,C ,B ,C ,C ,F ,F ,D ,F ,D ,D ,D 
Aldo,Fogle,PG,FA,,26,76,230,D ,C-,A-,C-,D+,D+,F ,C-,D-,D ,C-,F+,D-,B+,C ,C ,A-,D ,D ,B ,D ,D ,D ,F ,D ,F ,D ,D ,F 
Ike,Anigbogu,C,Grizzlies,RBSL,32,82,275,F ,C-,C-,F-,F+,F ,A-,C ,B+,C-,D ,A-,F ,C-,C+,A+,D+,D ,D ,D ,F ,D ,F ,A ,C ,B ,D ,D ,A 
Arden,Kidd,PF,Mavericks,RBSL,31,83,289,A ,C-,B-,F-,D ,D+,C-,D-,C-,F ,F+,C-,D ,F-,F-,A ,C+,A ,D ,B ,F ,D ,D ,D ,F ,D ,D ,F ,D 
William,Salzman,SF,D-Heat,D-RBSL,23,77,205,D ,D+,B+,C ,D+,D-,F ,D ,F+,C-,C-,D ,D ,A-,B-,B-,A+,D ,C ,A ,C ,D ,D ,F ,D ,F ,C ,D ,D 
Oren,White,SF,FA,,32,78,237,D ,D ,C ,C ,D+,F ,D-,C-,F+,C-,D+,F+,F+,C ,D-,B-,B ,D ,D ,B ,C ,D ,F ,D ,D ,F ,D ,D ,F 
Harris,Anderson,SF,FA,,20,79,229,C+,C+,C+,F ,D-,F+,D ,D ,D-,F+,C-,D-,C+,C+,D+,C+,C ,B ,C ,C ,F ,D ,F ,D ,D ,D ,F ,D ,D 
Jordan,Bell,C,FA,,35,81,263,F+,D ,C+,F-,C ,D-,C ,C+,C+,C ,C ,B-,B ,D ,B ,B ,C-,F ,D ,B ,F ,D ,D ,C ,C ,C ,C ,C ,B 
Darrick,Bos,C,Kings,RBSL,38,85,309,C-,C-,C+,D-,D+,F ,C ,A-,A-,D+,C-,B-,C-,F-,C+,B+,A-,D ,D ,C ,D ,D ,D ,C ,A ,A ,D ,D ,B 
Gary,Beer,SF,D-Jazz,D-RBSL,30,79,231,D ,C ,B-,B ,C ,D-,F ,C ,D ,B-,C-,C+,A+,C ,C-,C+,B+,D ,C ,B ,B ,C ,D ,F ,C ,D ,B ,D ,C 
James,Martin,PF,D-Mavericks,D-RBSL,30,83,273,D-,D-,D+,F-,D ,F ,C ,C+,D+,D-,C-,C ,A ,D ,B-,C+,A-,F ,F ,D ,F ,D ,F ,C ,C ,D ,F ,D ,C 
Adrián,Albornos,SG,Draft,,19,78,180,F ,D+,B-,C ,C ,D-,D ,D+,F+,C-,F+,F+,B ,A ,B-,F+,C+,F ,C ,B ,B ,C ,D ,D ,C ,D ,C ,D ,D 
Miguel,Barrichello,SG,Lakers,RBSL,26,77,216,C-,B+,A+,C ,C ,F+,F ,D+,F+,C ,D+,D-,C ,B-,C ,B ,B-,D ,B ,A ,C ,C ,F ,F ,D ,F ,C ,D ,F 
Brian,Harris,PF,FA,,31,82,265,C-,C ,C+,F-,C ,F-,D+,D+,D-,F ,F+,C ,A+,D-,D ,A ,C ,D ,D ,C ,F ,C ,F ,D ,D ,F ,F ,F ,C 
Joseph,Wells,SG,Draft,,19,77,199,C ,D ,B-,D ,C-,D-,F ,D-,F ,D-,C-,F+,F-,C+,C+,C ,B ,C ,D ,B ,D ,D ,D ,F ,D ,F ,D ,D ,F 
Lonnie,White,C,Bucks,RBSL,28,83,284,C+,C-,B ,F-,C-,F-,C ,C ,B+,D ,D+,D+,C+,D+,C-,C+,C ,C ,D ,B ,F ,D ,F ,C ,C ,B ,D ,D ,D 
John,Martinez,SF,FA,,24,80,214,F+,C-,C+,D-,C ,D+,D ,C-,D ,C-,C-,F ,C ,C ,C ,B ,A-,D ,C ,B ,D ,C ,D ,D ,D ,D ,C ,D ,F 
Blaise,Siakam,SF,Pacers,RBSL,21,81,234,D ,D ,C+,F-,D ,D ,B-,C-,C-,D ,F+,B-,A-,B-,B ,C+,A-,D ,D ,B ,D ,D ,D ,B ,C ,C ,C ,D ,B 
Erberk,Odabasi,SG,Rockets,RBSL,20,77,191,F ,D ,B+,D+,D ,F ,F-,D ,F ,C ,F+,F ,C+,B ,B-,C ,B-,D ,C ,B ,B ,C ,D ,F ,C ,D ,B ,D ,F 
Hugh,McIntyre,C,D-Rockets,D-RBSL,30,87,283,D+,D ,C ,F-,D-,F-,D-,C+,C+,F-,F-,C+,C ,F ,C ,A ,C ,D ,D ,C ,F ,F ,F ,D ,C ,C ,F ,F ,C 
David,Allen,SG,FA,,27,74,208,D ,C-,C ,C ,C ,F ,F ,F+,F+,C ,D-,D+,F-,C+,C-,C+,A ,D ,D ,C ,C ,C ,F ,F ,F ,F ,C ,D ,D 
Gabriel,Sutphin,SG,FA,,24,78,223,D+,C ,A-,D+,C-,F+,F+,D-,F ,D ,D+,F-,B ,B-,C ,B ,C+,D ,C ,A ,D ,C ,D ,F ,D ,F ,D ,D ,F 
Frederic,Moore,C,Mavericks,RBSL,29,85,303,B-,B ,C ,D-,C-,D-,C+,C+,B+,C ,C-,C+,A ,C-,C+,B+,C+,B ,B ,C ,D ,D ,D ,C ,B ,B ,C ,D ,B 
Kelley,Veloz,PF,FA,,21,80,245,D-,D-,C ,F-,C ,F ,D ,D+,C-,F ,D-,C ,C-,F+,B-,B+,C ,D ,D ,C ,F ,C ,F ,D ,D ,C ,F ,D ,C 
Charles,Luck,C,D-Kings,D-RBSL,27,82,278,C-,D ,C ,F-,C-,F ,D-,C ,C-,F-,F+,C-,C+,D ,B-,B+,C+,D ,D ,C ,F ,D ,F ,D ,C ,C ,F ,D ,D 
Bautista,Hoyos,PF,FA,,21,80,229,F ,C ,C+,F-,D+,F ,D+,D ,D ,F-,D ,C+,C ,D+,D-,C+,D ,F ,C ,C ,F ,D ,F ,D ,D ,D ,F ,D ,B 
Ray,Boyer,C,FA,,29,85,294,D ,C-,A-,F-,D+,F ,D ,C-,C-,F-,D ,C-,A-,F+,D+,A+,C+,D ,D ,A ,F ,D ,F ,D ,D ,D ,F ,D ,D 
Bastiaan,Miron,C,D-Thunder,D-RBSL,25,84,290,D+,D+,C ,F-,D+,F+,F ,D ,C ,F ,F+,D+,A-,F ,D+,A+,C-,D ,D ,C ,F ,D ,F ,F ,D ,C ,F ,D ,D 
Ernie,McCulley,SG,Draft,,19,79,216,D-,C ,B+,F ,D-,F+,F-,F ,F ,C ,D ,F-,A ,B ,C-,B+,A ,D ,B ,B ,F ,D ,D ,F ,F ,F ,C ,C ,F 
Madut,Kiplagat,C,76ers,RBSL,35,91,313,C ,B-,B ,B+,C ,D+,C+,A-,C+,C-,C-,A+,C ,D-,D ,B ,C ,C ,B ,A ,B ,C ,D ,C ,A ,B ,D ,D ,A 
Rufus,Metzger,PF,FA,,29,79,244,F ,D-,C-,F-,F ,C-,F+,C+,D+,F+,D-,C ,A-,F+,D+,B-,A ,F ,D ,C ,F ,F ,D ,F ,C ,D ,D ,D ,C 
Delmar,Estrada,SG,Draft,,19,78,228,D-,C-,B ,C ,C-,F-,F ,F ,F-,C-,C-,F ,C ,B-,C ,C ,C ,F ,C ,B ,B ,B ,F ,F ,F ,F ,C ,C ,F 
Romeo,Stevenson,PF,D-76ers,D-RBSL,31,80,245,F ,C-,B ,F-,C+,D-,C-,C-,C-,C-,C+,B-,C+,C ,C+,B ,B+,F ,D ,B ,F ,C ,D ,C ,D ,D ,D ,B ,B 
David,Knox,PG,Bucks,RBSL,34,76,207,F-,C ,A ,B-,B+,C+,D ,D+,F-,C+,D+,C-,A-,C ,F ,D+,A-,F ,C ,A ,B ,B ,C ,D ,D ,F ,C ,D ,D 
Bryan,Sandoval,PF,D-Thunder,D-RBSL,30,81,255,C-,D+,C ,C ,D-,D-,D-,C-,C ,F+,F-,D+,B-,C-,C ,A ,B ,D ,D ,C ,C ,F ,D ,D ,D ,C ,F ,F ,D 
Frank,Smith,SF,FA,,20,80,190,F+,D-,B-,F ,D+,F ,D-,F+,D-,F ,F+,D-,C-,C ,B-,C+,B+,D ,C ,B ,F ,C ,F ,D ,D ,D ,F ,D ,D 
Garth,Swearingen,PF,D-Grizzlies,D-RBSL,33,79,249,F+,C-,B ,C+,B-,D+,C+,C ,C-,C ,C ,C-,B-,C-,C ,B-,B ,F ,D ,B ,C ,B ,D ,C ,C ,D ,C ,C ,D 
Kendall,Hanson,SG,Raptors,RBSL,20,75,229,D ,C-,C ,F+,D-,F+,D ,F+,F ,B-,C+,F ,C-,A-,C-,C+,B-,C ,C ,B ,D ,D ,D ,C ,F ,D ,B ,A ,F 
Joe,Harris,C,Suns,RBSL,32,81,258,D ,C ,B-,A+,C-,D+,D-,C-,C+,F ,D+,C ,C ,F+,F-,C+,C+,D ,C ,B ,A ,D ,D ,D ,D ,C ,F ,D ,C 
Louis,Garrison,PF,Pistons,RBSL,21,79,224,C-,D+,C ,F+,C ,D-,C ,C-,B-,D ,C-,D ,D+,C ,C ,C+,A ,D ,C ,D ,D ,C ,D ,B ,C ,B ,D ,C ,D 
Ricky,Hammond,SG,Draft,,19,78,217,C ,D+,C+,C ,C-,D-,D-,D+,F-,C ,C-,F+,F ,C+,C+,D-,A ,C ,C ,B ,C ,C ,D ,D ,D ,F ,B ,C ,D 
John,Jones,PG,76ers,RBSL,23,79,231,F+,B+,B-,D-,C ,C ,C ,C-,D-,C ,C ,D ,C-,C+,C ,C ,B+,F ,B ,B ,D ,C ,C ,C ,C ,D ,C ,C ,D 
Wilbert,Smith,PF,D-Cavs,D-RBSL,30,82,265,F+,C-,B-,B-,C ,D ,D ,C+,C+,F ,C ,F+,C+,F ,C-,A-,D+,F ,C ,B ,B ,C ,D ,C ,C ,C ,F ,C ,F 
Demetrio,Degeorgio,PF,76ers,RBSL,29,80,245,C-,C ,C+,D-,C-,F-,C ,A ,B-,C-,C+,B+,B-,C-,C-,A-,A ,D ,C ,B ,F ,D ,F ,D ,A ,B ,D ,C ,B 
Douglas,Moore,SG,Draft,,21,77,173,D-,C ,B+,F-,D ,F-,F+,F+,F-,C-,F ,F-,A+,C+,D+,B-,C ,D ,C ,A ,F ,D ,F ,D ,C ,F ,C ,D ,F 
Justin,Cochran,SG,Kings,RBSL,27,77,214,C+,A-,C ,D-,C ,D+,F-,D-,C-,C-,D+,D ,F+,A ,C+,C ,A-,B ,A ,C ,D ,C ,D ,F ,D ,C ,C ,C ,D 
Frankie,Jones,SG,D-Trail Blazers,D-RBSL,32,80,251,D-,D ,B ,C ,C-,D ,C ,D ,C ,F ,F-,C-,B-,D ,F+,A-,A-,F ,D ,B ,C ,D ,D ,C ,D ,C ,F ,F ,D 
Aarón,Garcilaso,PF,D-Clippers,D-RBSL,31,80,249,D ,C-,B-,F-,C-,D ,C ,C ,C ,F+,C-,C ,B-,D ,F+,A-,B ,D ,D ,B ,F ,D ,D ,C ,B ,C ,F ,D ,C 
Jack,Preston,PF,D-Mavericks,D-RBSL,32,81,252,D ,C ,B ,C ,C-,F ,C-,C-,A-,D-,C-,C ,A-,C-,D-,B-,B ,D ,C ,B ,C ,D ,F ,D ,C ,A ,D ,D ,C 
Eric,Crawford,C,FA,,27,84,289,D-,C ,C-,F-,D+,F+,D ,C-,C-,F+,D-,D ,F ,F+,C-,A ,A-,D ,C ,D ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Conrad,Winslow,PF,FA,,20,80,240,F ,D-,C-,F-,F ,F ,C-,D+,F+,F ,F+,D ,A-,F+,C-,C+,C-,F ,D ,C ,F ,F ,F ,C ,C ,F ,F ,D ,D 
Cameron,White,SG,FA,,25,74,199,D ,B ,B-,F-,D+,D ,F ,D+,F ,D+,D ,F+,F+,B ,C ,C ,A-,D ,A ,B ,F ,C ,D ,F ,D ,F ,D ,D ,F 
Cesar,Russell,SF,Clippers,RBSL,30,79,234,D+,B-,C ,C-,C-,C-,D+,C+,C+,B-,C ,B-,F-,B+,C-,A-,A ,D ,B ,B ,D ,D ,D ,D ,C ,C ,B ,C ,B 
Justin,Matos,PG,D-Heat,D-RBSL,34,77,218,F+,C-,B+,C ,C ,C-,D-,F ,D ,C ,C ,D-,A-,B-,C ,C ,A-,F ,D ,B ,C ,C ,D ,D ,F ,D ,C ,C ,F 
Bo,Wilson,SG,FA,,33,76,239,D ,D+,C ,D-,C ,F+,F ,F+,D ,C ,D-,F-,C+,C-,F+,A ,A-,D ,D ,B ,F ,C ,F ,F ,F ,D ,C ,D ,F 
David,Buckner,PF,Grizzlies,RBSL,28,83,266,C ,C+,B-,F-,C ,C-,B+,B ,B-,C ,C ,A+,A+,C+,A-,B-,A ,C ,C ,B ,F ,C ,C ,B ,B ,B ,C ,C ,A 
Scott,Lee,SG,D-Nuggets,D-RBSL,26,81,223,F+,C+,B ,D ,D+,F+,F+,D-,F ,D+,F+,F ,B+,A-,C ,B-,A ,F ,C ,A ,D ,D ,F ,F ,F ,F ,D ,F ,F 
Lodovico,Esposito,SG,D-Bucks,D-RBSL,22,76,204,F+,C ,C+,C-,D-,F+,C-,F+,F-,C-,F ,F ,A ,B+,B-,C ,A ,D ,C ,B ,C ,D ,D ,D ,F ,F ,C ,F ,F 
Vincent,Hedrick,SG,FA,,32,77,213,D-,C-,B ,D-,C-,C-,D ,F-,F+,D ,C ,F ,C+,C ,F+,A-,A ,F ,D ,B ,F ,D ,D ,D ,F ,F ,D ,C ,F 
Marcel,Kelly,SF,FA,,32,77,223,D+,C-,B+,A ,C ,D-,F+,F ,D ,C ,D+,F ,D ,C-,C ,B-,C+,D ,D ,B ,A ,C ,F ,F ,F ,D ,D ,D ,F 
German,Castillo,SF,FA,,31,79,230,F-,D-,C+,C-,D ,F+,F ,D ,D ,D-,F+,D ,D+,D ,D-,B ,A-,F ,F ,B ,C ,D ,F ,F ,D ,D ,F ,F ,D 
Douglas,Bond,SF,D-Magic,D-RBSL,31,82,261,D+,C+,B ,B-,C-,C ,F+,F ,C ,C-,D ,F ,C+,C ,B-,B-,B ,D ,B ,B ,B ,D ,C ,F ,F ,C ,D ,D ,F 
Robert,Rochelle,PF,Knicks,RBSL,30,80,249,C-,D ,C-,F-,C-,D ,A ,B-,B-,F ,F+,F+,A+,D-,F ,A-,C ,D ,D ,C ,F ,D ,D ,A ,B ,B ,D ,D ,F 
Walker,Castaneda,SF,FA,,21,80,238,C-,C ,A-,C ,C ,D+,D+,D+,D-,C-,D+,F ,A-,C ,C-,B-,C ,D ,C ,A ,C ,C ,D ,D ,D ,D ,D ,D ,F 
Lamont,Phillips,SG,FA,,34,77,230,F+,D ,C ,F ,D-,F ,F ,F ,F ,D-,D-,F ,C ,D+,D ,B ,B+,F ,D ,C ,F ,F ,F ,F ,F ,F ,F ,D ,F 
Bruce,Walker,SF,FA,,33,77,218,F ,C ,A-,C ,C ,D+,F+,C-,D-,D-,F ,F ,C ,C ,F ,B-,A ,F ,C ,B ,C ,C ,D ,F ,D ,D ,D ,F ,F 
Henry,Williams,SF,FA,,21,79,214,D ,D ,B ,F+,D ,F ,F+,D+,D-,D ,F ,D-,C+,C-,C ,C+,B ,C ,C ,B ,B ,C ,F ,D ,C ,D ,C ,F ,D 
Brian,Gonzalez,SF,FA,,22,81,218,D-,C-,B-,D-,D ,F+,F ,F-,D-,F+,D-,F ,B-,C ,C+,B-,C+,D ,C ,B ,D ,D ,F ,F ,F ,D ,D ,D ,F 
Jack,Thomas,SG,Draft,,20,78,187,F+,C ,A-,D ,D ,F ,F ,D-,F-,C-,D ,F+,D ,C+,D+,C ,B+,D ,A ,B ,C ,C ,F ,F ,C ,F ,C ,D ,D 
Bobby,Gonzalez,SF,Magic,RBSL,22,77,202,B ,C ,B+,B+,C ,F+,D-,D ,C-,C ,C+,F+,D+,A-,A-,B-,A-,B ,B ,B ,A ,C ,D ,F ,D ,D ,B ,B ,F 
Keven,Hardin,C,D-Suns,D-RBSL,20,84,224,D ,D-,C ,C-,F-,F ,D+,C-,C-,F-,F ,D+,B-,F ,C-,C+,D ,D ,D ,B ,C ,F ,F ,C ,C ,C ,F ,F ,C 
Cirino,Cuenca,PF,FA,,20,80,238,C-,D+,B ,F-,D+,F ,F ,D-,C-,F ,F+,C-,D-,F+,F+,B-,D-,C ,C ,B ,F ,C ,F ,F ,D ,C ,F ,D ,C 
Brandon,Buettner,SG,D-Raptors,D-RBSL,32,81,251,C-,D ,C ,C ,C ,F+,C ,D-,D+,D-,D-,F+,F-,C-,C+,C ,A ,D ,D ,C ,D ,C ,F ,C ,F ,D ,D ,F ,F 
James,Bonney,PF,D-Knicks,D-RBSL,30,80,250,D+,C+,B+,C+,D-,F+,D ,C ,C+,F+,D+,D ,F-,C-,D ,A ,C+,D ,C ,B ,C ,D ,F ,D ,C ,C ,F ,D ,D 
Gabriel,Ledesma,SG,Draft,,19,78,185,D ,C ,B ,D+,C ,C-,F-,D-,D-,C-,C-,F ,C ,C+,D+,C-,C ,B ,C ,A ,C ,C ,C ,D ,D ,F ,A ,C ,D 
Charles,Brazil,PF,D-Clippers,D-RBSL,32,80,243,C-,C ,B-,C ,D+,D ,F-,D+,F+,C ,C-,C ,C ,C-,C ,B ,C+,D ,C ,B ,C ,D ,D ,F ,D ,D ,C ,D ,C 
Donnie,Sammons,SF,FA,,23,79,225,D-,C+,B ,F+,C ,F ,D-,C ,F+,D ,D-,F+,F+,C ,C ,A-,C+,D ,C ,B ,F ,C ,F ,F ,D ,F ,D ,D ,F 
Gary,Boyle,PF,FA,,30,82,266,D ,D+,C ,F-,D+,F+,D+,C ,C ,D ,F+,F+,A+,C-,C ,B ,A-,D ,D ,C ,F ,D ,F ,D ,C ,C ,D ,F ,F 
Brenton,Garcia,C,Rockets,RBSL,22,84,218,C-,C-,C ,F-,D+,F+,D ,D-,B+,F ,C+,C ,C ,D ,C ,C+,C+,C ,D ,C ,F ,D ,D ,D ,D ,A ,F ,B ,B 
Elijah,Cuff,PF,FA,,20,79,237,D-,D ,C ,F+,C ,F+,D ,C ,D-,F-,F ,C+,C+,C-,C-,C ,C-,D ,D ,C ,F ,C ,F ,D ,C ,D ,F ,F ,B 
Henry,Borges,SG,FA,,22,77,197,F ,D+,B ,F-,C ,F-,D-,D-,F-,D ,D+,F-,B-,B-,C-,C+,C ,F ,D ,B ,F ,B ,F ,D ,D ,F ,D ,D ,F 
Terrence,Carter,SF,Draft,,21,80,243,B+,C ,C+,C ,C ,F+,D ,D+,D ,D-,F+,C ,C+,C ,C ,C ,A-,A ,C ,B ,B ,C ,F ,D ,D ,D ,D ,F ,C 
Thomas,Bryant,C,FA,,33,83,292,D+,D+,B+,C ,D ,F+,C ,D+,D ,F ,D-,C ,B ,F ,C-,B-,A-,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,D ,C 
Vladimir,Chopp,PF,FA,,22,81,215,D+,F+,D+,F-,D+,F-,C ,C ,D ,D ,F ,C-,A ,D+,C-,C+,B ,D ,D ,D ,F ,C ,F ,B ,C ,D ,D ,D ,C 
Roger,Vaughan,PG,Pelicans,RBSL,33,75,187,D ,B-,B+,C+,A-,B ,F ,F+,F+,C ,C+,F ,C ,B ,C ,C+,A-,D ,B ,A ,C ,B ,B ,F ,F ,D ,C ,C ,F 
Jalen,Brunson,PG,FA,,29,75,198,D+,C ,A-,C-,C+,C ,F ,D-,F+,D+,D ,F-,B-,B ,D-,B-,A ,D ,C ,A ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Alan,Sparks,PF,Nuggets,RBSL,27,80,245,C+,C+,C-,F-,C ,C-,B ,C ,C ,F+,C-,D ,B ,C+,C-,A ,A-,C ,C ,D ,F ,D ,D ,B ,C ,C ,D ,D ,D 
Joesph,Tucci,PG,D-Mavericks,D-RBSL,34,75,221,F ,D ,B+,C-,C+,C ,F ,D-,D-,C+,C ,D-,A ,A-,D+,D+,A+,F ,D ,A ,D ,C ,C ,F ,F ,D ,C ,C ,F 
Javier,Goodman,PF,D-Bulls,D-RBSL,24,78,227,B-,C ,B+,F+,C-,F ,D+,F ,C ,D ,F+,C ,B-,C ,D ,A-,B-,B ,C ,A ,F ,D ,F ,D ,F ,D ,D ,F ,C 
Carl,Hogg,PF,FA,,29,81,253,D-,C-,C ,F ,D ,F+,F ,C-,F+,F ,F+,D+,C ,D ,C ,A ,B ,F ,D ,C ,F ,D ,F ,F ,D ,F ,F ,D ,D 
Wendell,Williams,SF,Nets,RBSL,22,78,231,B ,C ,C+,C ,B-,C-,C ,D-,F+,F-,F ,F+,C+,B-,C ,C+,B+,B ,C ,B ,C ,B ,C ,C ,D ,D ,F ,F ,D 
Preston,Yates,PG,FA,,33,74,189,D ,D ,B-,D ,C-,C-,F ,C ,D ,D ,D+,F ,A+,C+,D ,C ,B+,D ,D ,B ,D ,D ,D ,F ,C ,D ,D ,D ,F 
David,Carter,SG,D-Hornets,D-RBSL,26,76,195,F+,D+,C+,F-,C-,F ,F+,D-,F+,A-,C-,D-,B+,A-,C ,C-,A+,D ,D ,B ,F ,D ,F ,F ,D ,D ,A ,D ,D 
Darren,Simmers,C,Celtics,RBSL,32,83,288,C ,C-,C+,C ,B-,C-,C ,C+,C+,D ,D+,C+,A+,F ,C-,B ,C+,C ,D ,B ,C ,B ,D ,C ,B ,C ,D ,D ,C 
Ron,Roy,PF,Knicks,RBSL,32,81,280,B-,D ,A-,D ,C ,D-,B-,C ,D+,F ,D-,B ,A+,D ,B+,B+,C ,B ,D ,A ,D ,C ,D ,B ,C ,D ,F ,D ,B 
Severiano,Bacigalupa,SF,FA,,24,78,220,F+,B+,B ,C ,C ,D+,F+,D ,C ,D ,C-,D-,F ,C ,D+,C ,A-,F ,B ,B ,C ,C ,D ,F ,D ,C ,D ,D ,F 
Darin,Leonard,SF,D-Nets,D-RBSL,27,77,213,C ,C ,B-,C ,C ,D-,F-,D-,D-,B-,C ,F ,C-,B+,C ,B+,A ,C ,C ,B ,C ,C ,D ,F ,D ,D ,B ,C ,F 
Daniel,McNeil,C,D-Trail Blazers,D-RBSL,32,80,251,C ,F ,C-,F-,C-,C ,C+,C-,C ,F ,D-,C-,A+,D ,C+,B-,A+,C ,F ,D ,F ,D ,C ,C ,D ,C ,F ,D ,D 
Lloyd,Daniels,SF,Draft,,20,78,207,C-,C-,A ,D-,D ,D-,F+,D ,D ,C ,F+,F+,C-,C-,C ,C ,D-,C ,C ,A ,D ,C ,D ,D ,B ,D ,B ,F ,D 
Darrel,Kelley,PF,FA,,21,79,241,D ,D+,C ,F-,C-,F+,C ,C ,A-,F+,F+,C ,C ,D-,D+,B-,D+,D ,D ,C ,F ,C ,D ,C ,C ,A ,D ,F ,C 
James,Edwards,SG,FA,,33,76,218,D-,D ,B+,C ,C ,D-,D ,F+,D ,C-,D-,F ,C+,C ,F-,C-,A ,D ,D ,B ,C ,C ,F ,D ,F ,D ,D ,F ,F 
Henry,Jones,SG,D-Pelicans,D-RBSL,26,77,213,F ,C-,A-,C-,C ,C-,D ,F ,F ,D+,C-,F+,A ,B+,C ,B-,A ,F ,D ,A ,D ,C ,D ,D ,F ,F ,D ,D ,F 
Vern,Bobb,PF,D-76ers,D-RBSL,29,80,245,C-,C ,C ,F-,D+,F-,B ,C+,B+,D+,D-,B-,C+,C ,C ,A-,C+,D ,C ,C ,F ,D ,F ,B ,C ,B ,D ,D ,B 
Maximo,Cassidy,PF,FA,,33,81,258,F-,D+,A-,F-,D ,F ,F ,D+,D+,F ,F+,F ,D ,F+,F+,A ,B ,F ,D ,B ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Serafim,Melenas,SF,FA,,23,79,236,F ,C-,A-,C ,C-,D-,D ,D-,D ,D-,D-,D ,C+,C+,D+,C+,A-,F ,C ,B ,B ,C ,D ,D ,D ,D ,D ,D ,D 
